"","date","new_cases_clarke","cases_cum_clarke","X7_day_ave_clarke","wrf","collection_num","target","mean_copy_num_uL_rxn","mean_copy_num_L","sd_L","mean_total_copies","sd_total_copies"
"1",2020-03-15,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-03-16,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-03-17,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-03-18,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-03-19,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-03-20,1,14,2,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-03-21,1,15,2,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-03-22,2,17,2,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-03-23,5,22,3,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-03-24,2,24,3,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-03-25,3,27,2,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-03-26,6,33,3,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-03-27,5,38,3,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-03-28,1,39,3,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-03-29,1,40,3,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-03-30,8,48,4,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-03-31,4,52,4,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-04-01,4,56,4,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-04-02,2,58,4,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-04-03,2,60,3,NA,NA,NA,NA,NA,NA,NA,NA
"21",2020-04-04,1,61,3,NA,NA,NA,NA,NA,NA,NA,NA
"22",2020-04-05,3,64,3,NA,NA,NA,NA,NA,NA,NA,NA
"23",2020-04-06,9,73,4,NA,NA,NA,NA,NA,NA,NA,NA
"24",2020-04-07,5,78,4,NA,NA,NA,NA,NA,NA,NA,NA
"25",2020-04-08,6,84,4,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020-04-09,2,86,4,NA,NA,NA,NA,NA,NA,NA,NA
"27",2020-04-10,0,86,4,NA,NA,NA,NA,NA,NA,NA,NA
"28",2020-04-11,2,88,4,NA,NA,NA,NA,NA,NA,NA,NA
"29",2020-04-12,0,88,3,NA,NA,NA,NA,NA,NA,NA,NA
"30",2020-04-13,3,91,3,NA,NA,NA,NA,NA,NA,NA,NA
"31",2020-04-14,4,95,2,NA,NA,NA,NA,NA,NA,NA,NA
"32",2020-04-15,6,101,2,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-04-16,0,101,2,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-04-17,5,106,3,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-04-18,0,106,3,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-04-19,3,109,3,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-04-20,5,114,3,NA,NA,NA,NA,NA,NA,NA,NA
"38",2020-04-21,1,115,3,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020-04-22,1,116,2,NA,NA,NA,NA,NA,NA,NA,NA
"40",2020-04-23,6,122,3,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-04-24,3,125,3,NA,NA,NA,NA,NA,NA,NA,NA
"42",2020-04-25,1,126,3,NA,NA,NA,NA,NA,NA,NA,NA
"43",2020-04-26,0,126,2,NA,NA,NA,NA,NA,NA,NA,NA
"44",2020-04-27,17,143,4,NA,NA,NA,NA,NA,NA,NA,NA
"45",2020-04-28,3,146,4,NA,NA,NA,NA,NA,NA,NA,NA
"46",2020-04-29,2,148,5,NA,NA,NA,NA,NA,NA,NA,NA
"47",2020-04-30,3,151,4,NA,NA,NA,NA,NA,NA,NA,NA
"48",2020-05-01,5,156,4,NA,NA,NA,NA,NA,NA,NA,NA
"49",2020-05-02,0,156,4,NA,NA,NA,NA,NA,NA,NA,NA
"50",2020-05-03,0,156,4,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020-05-04,5,161,3,NA,NA,NA,NA,NA,NA,NA,NA
"52",2020-05-05,4,165,3,NA,NA,NA,NA,NA,NA,NA,NA
"53",2020-05-06,9,174,4,NA,NA,NA,NA,NA,NA,NA,NA
"54",2020-05-07,3,177,4,NA,NA,NA,NA,NA,NA,NA,NA
"55",2020-05-08,1,178,3,NA,NA,NA,NA,NA,NA,NA,NA
"56",2020-05-09,1,179,3,NA,NA,NA,NA,NA,NA,NA,NA
"57",2020-05-10,4,183,4,NA,NA,NA,NA,NA,NA,NA,NA
"58",2020-05-11,7,190,4,NA,NA,NA,NA,NA,NA,NA,NA
"59",2020-05-12,1,191,4,NA,NA,NA,NA,NA,NA,NA,NA
"60",2020-05-13,0,191,2,NA,NA,NA,NA,NA,NA,NA,NA
"61",2020-05-14,3,194,2,NA,NA,NA,NA,NA,NA,NA,NA
"62",2020-05-15,4,198,3,NA,NA,NA,NA,NA,NA,NA,NA
"63",2020-05-16,0,198,3,NA,NA,NA,NA,NA,NA,NA,NA
"64",2020-05-17,1,199,2,NA,NA,NA,NA,NA,NA,NA,NA
"65",2020-05-18,4,203,2,NA,NA,NA,NA,NA,NA,NA,NA
"66",2020-05-19,3,206,2,NA,NA,NA,NA,NA,NA,NA,NA
"67",2020-05-20,0,206,2,NA,NA,NA,NA,NA,NA,NA,NA
"68",2020-05-21,3,209,2,NA,NA,NA,NA,NA,NA,NA,NA
"69",2020-05-22,14,223,4,NA,NA,NA,NA,NA,NA,NA,NA
"70",2020-05-23,11,234,5,NA,NA,NA,NA,NA,NA,NA,NA
"71",2020-05-24,5,239,6,NA,NA,NA,NA,NA,NA,NA,NA
"72",2020-05-25,4,243,6,NA,NA,NA,NA,NA,NA,NA,NA
"73",2020-05-26,1,244,5,NA,NA,NA,NA,NA,NA,NA,NA
"74",2020-05-27,17,261,8,NA,NA,NA,NA,NA,NA,NA,NA
"75",2020-05-28,14,275,9,NA,NA,NA,NA,NA,NA,NA,NA
"76",2020-05-29,7,282,8,NA,NA,NA,NA,NA,NA,NA,NA
"77",2020-05-30,9,291,8,NA,NA,NA,NA,NA,NA,NA,NA
"78",2020-05-31,2,293,8,NA,NA,NA,NA,NA,NA,NA,NA
"79",2020-06-01,5,298,8,NA,NA,NA,NA,NA,NA,NA,NA
"80",2020-06-02,6,304,9,NA,NA,NA,NA,NA,NA,NA,NA
"81",2020-06-03,4,308,7,NA,NA,NA,NA,NA,NA,NA,NA
"82",2020-06-04,3,311,5,NA,NA,NA,NA,NA,NA,NA,NA
"83",2020-06-05,9,320,5,NA,NA,NA,NA,NA,NA,NA,NA
"84",2020-06-06,5,325,5,NA,NA,NA,NA,NA,NA,NA,NA
"85",2020-06-07,4,329,5,NA,NA,NA,NA,NA,NA,NA,NA
"86",2020-06-08,3,332,5,NA,NA,NA,NA,NA,NA,NA,NA
"87",2020-06-09,3,335,4,NA,NA,NA,NA,NA,NA,NA,NA
"88",2020-06-10,4,339,4,NA,NA,NA,NA,NA,NA,NA,NA
"89",2020-06-11,1,340,4,NA,NA,NA,NA,NA,NA,NA,NA
"90",2020-06-12,7,347,4,NA,NA,NA,NA,NA,NA,NA,NA
"91",2020-06-13,6,353,4,NA,NA,NA,NA,NA,NA,NA,NA
"92",2020-06-14,3,356,4,NA,NA,NA,NA,NA,NA,NA,NA
"93",2020-06-15,3,359,4,NA,NA,NA,NA,NA,NA,NA,NA
"94",2020-06-16,6,365,4,NA,NA,NA,NA,NA,NA,NA,NA
"95",2020-06-17,3,368,4,NA,NA,NA,NA,NA,NA,NA,NA
"96",2020-06-18,4,372,5,NA,NA,NA,NA,NA,NA,NA,NA
"97",2020-06-19,8,380,5,NA,NA,NA,NA,NA,NA,NA,NA
"98",2020-06-20,10,390,5,NA,NA,NA,NA,NA,NA,NA,NA
"99",2020-06-21,5,395,6,NA,NA,NA,NA,NA,NA,NA,NA
"100",2020-06-22,12,407,7,NA,NA,NA,NA,NA,NA,NA,NA
"101",2020-06-23,8,415,7,NA,NA,NA,NA,NA,NA,NA,NA
"102",2020-06-24,12,427,8,NA,NA,NA,NA,NA,NA,NA,NA
"103",2020-06-25,26,453,12,NA,NA,NA,NA,NA,NA,NA,NA
"104",2020-06-26,20,473,13,NA,NA,NA,NA,NA,NA,NA,NA
"105",2020-06-27,25,498,15,NA,NA,NA,NA,NA,NA,NA,NA
"106",2020-06-28,18,516,17,NA,NA,NA,NA,NA,NA,NA,NA
"107",2020-06-29,34,550,20,NA,NA,NA,NA,NA,NA,NA,NA
"108",2020-06-30,18,568,22,"CC",7,"N1",2e-04,3571.42857142857,NA,22036493928.5714,NA
"109",2020-06-30,18,568,22,"CC",7,"N2",2e-04,3571.42857142857,NA,22036493928.5714,NA
"110",2020-06-30,18,568,22,"MI",7,"N1",0.0300669453370193,536909.73816106,666940.53364299,6137918945635.42,7624422963681.68
"111",2020-06-30,18,568,22,"MI",7,"N2",0.0079740121668279,142393.074407641,277643.291672425,1627828826736.15,3174000952043.74
"112",2020-06-30,18,568,22,"NO",7,"N1",0.115574890417919,2063837.32889142,2226787.85108429,38671728792636.3,41725059746896.2
"113",2020-06-30,18,568,22,"NO",7,"N2",0.0303200507161602,541429.477074289,975461.372978616,10145186156218.3,18277980117640.6
"114",2020-07-01,27,595,24,NA,NA,NA,NA,NA,NA,NA,NA
"115",2020-07-02,47,642,27,NA,NA,NA,NA,NA,NA,NA,NA
"116",2020-07-03,39,681,30,NA,NA,NA,NA,NA,NA,NA,NA
"117",2020-07-04,22,703,29,NA,NA,NA,NA,NA,NA,NA,NA
"118",2020-07-05,37,740,32,NA,NA,NA,NA,NA,NA,NA,NA
"119",2020-07-06,17,757,30,NA,NA,NA,NA,NA,NA,NA,NA
"120",2020-07-07,34,791,32,"CC",8,"N1",0.0210929575569186,376659.956373546,527626.855983566,2609236628784.45,3655029677743.01
"121",2020-07-07,34,791,32,"CC",8,"N2",0.0206713078366054,369130.497082239,97278.274226227,2557077803176.94,673875818230.825
"122",2020-07-07,34,791,32,"MI",8,"N1",0.0394064140785281,703685.965688002,990111.473604819,9083353029588.81,12780604547947.6
"123",2020-07-07,34,791,32,"MI",8,"N2",2e-04,3571.42857142857,0,46100886071.4286,0
"124",2020-07-07,34,791,32,"NO",8,"N1",2e-04,3571.42857142857,0,75167427142.8571,0
"125",2020-07-07,34,791,32,"NO",8,"N2",0.010509966195822,187677.967782537,161718.552478254,3950035591491.73,3403670903096.1
"126",2020-07-08,43,834,34,NA,NA,NA,NA,NA,NA,NA,NA
"127",2020-07-09,35,869,32,NA,NA,NA,NA,NA,NA,NA,NA
"128",2020-07-10,45,914,33,NA,NA,NA,NA,NA,NA,NA,NA
"129",2020-07-11,26,940,34,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-07-12,25,965,32,NA,NA,NA,NA,NA,NA,NA,NA
"131",2020-07-13,40,1005,35,NA,NA,NA,NA,NA,NA,NA,NA
"132",2020-07-14,31,1036,35,"MI",9,"N1",2e-04,3571.42857142857,0,39476418571.4286,0
"133",2020-07-14,31,1036,35,"MI",9,"N2",0.0389035962187134,694707.075334167,977413.405091366,7678873241318.87,10803738595079.4
"134",2020-07-14,31,1036,35,"NO",9,"N1",0.0142395762377037,254278.147101852,434236.774293564,4620225795939.95,7890068293337.28
"135",2020-07-14,31,1036,35,"NO",9,"N2",0.0391212490783218,698593.733541461,418660.999313515,12693425783448.9,7607056960374.6
"136",2020-07-15,43,1079,35,NA,NA,NA,NA,NA,NA,NA,NA
"137",2020-07-16,46,1125,37,NA,NA,NA,NA,NA,NA,NA,NA
"138",2020-07-17,43,1168,36,NA,NA,NA,NA,NA,NA,NA,NA
"139",2020-07-18,60,1228,41,NA,NA,NA,NA,NA,NA,NA,NA
"140",2020-07-19,33,1261,42,NA,NA,NA,NA,NA,NA,NA,NA
"141",2020-07-20,25,1286,40,NA,NA,NA,NA,NA,NA,NA,NA
"142",2020-07-21,27,1313,40,"CC",10,"N1",0.110211029110377,1968054.09125673,567008.299794829,13484303864027.3,3884909587508.68
"143",2020-07-21,27,1313,40,"CC",10,"N2",0.0111033594678571,198274.276211734,275351.407765583,1358494464525.54,1886595530170.55
"144",2020-07-21,27,1313,40,"MI",10,"N1",0.294110171792114,5251967.35343061,776642.208701316,64016336160706.2,9466507570032.96
"145",2020-07-21,27,1313,40,"MI",10,"N2",0.150714457104823,2691329.59115755,962481.222329907,32804670751477.2,11731703061099.9
"146",2020-07-21,27,1313,40,"NO",10,"N1",2e-04,3571.42857142857,0,63540810714.2857,0
"147",2020-07-21,27,1313,40,"NO",10,"N2",0.030426441558236,543329.313539929,439496.500944506,9666603818805.75,7819269913309.62
"148",2020-07-22,32,1345,38,NA,NA,NA,NA,NA,NA,NA,NA
"149",2020-07-23,38,1383,37,NA,NA,NA,NA,NA,NA,NA,NA
"150",2020-07-24,52,1435,38,NA,NA,NA,NA,NA,NA,NA,NA
"151",2020-07-25,38,1473,35,NA,NA,NA,NA,NA,NA,NA,NA
"152",2020-07-26,19,1492,33,NA,NA,NA,NA,NA,NA,NA,NA
"153",2020-07-27,25,1517,33,NA,NA,NA,NA,NA,NA,NA,NA
"154",2020-07-28,23,1540,32,"CC",11,"N1",0.0237956569924219,424922.446293248,595880.323781903,2107142437424.03,2954903250745.9
"155",2020-07-28,23,1540,32,"CC",11,"N2",0.0157079199906587,280498.571261762,391634.120981898,1390960746598.38,1942069390456.98
"156",2020-07-28,23,1540,32,"MI",11,"N1",0.0206006727334084,367869.155953721,515194.786805734,4135830677467.16,5792163788829.21
"157",2020-07-28,23,1540,32,"MI",11,"N2",0.0450590726332519,804626.297022356,1132862.6591683,9046146080103.85,12736398426767.5
"158",2020-07-28,23,1540,32,"NO",11,"N1",0.172148813627064,3074085.95762613,4342363.2904528,55506943207570.5,78407473269202.7
"159",2020-07-28,23,1540,32,"NO",11,"N2",0.0482574461761983,861740.110289255,683565.439432779,15559929039345.5,12342734896897
"160",2020-07-29,57,1597,36,NA,NA,NA,NA,NA,NA,NA,NA
"161",2020-07-30,26,1623,34,NA,NA,NA,NA,NA,NA,NA,NA
"162",2020-07-31,77,1700,38,NA,NA,NA,NA,NA,NA,NA,NA
"163",2020-08-01,25,1725,36,NA,NA,NA,NA,NA,NA,NA,NA
"164",2020-08-02,53,1778,41,NA,NA,NA,NA,NA,NA,NA,NA
"165",2020-08-03,25,1803,41,NA,NA,NA,NA,NA,NA,NA,NA
"166",2020-08-04,29,1832,42,"CC",12,"N1",2e-04,3571.42857142857,0,20819755000,0
"167",2020-08-04,29,1832,42,"CC",12,"N2",2e-04,3571.42857142857,0,20819755000,0
"168",2020-08-04,29,1832,42,"MI",12,"N1",2e-04,3571.42857142857,0,47858397857.1429,0
"169",2020-08-04,29,1832,42,"MI",12,"N2",2e-04,3571.42857142857,0,47858397857.1429,0
"170",2020-08-04,29,1832,42,"NO",12,"N1",2e-04,3571.42857142857,0,78412064285.7143,0
"171",2020-08-04,29,1832,42,"NO",12,"N2",0.00661510848557598,118126.937242428,162005.954007076,2593521559139.79,3556901958475.98
"172",2020-08-05,69,1901,43,NA,NA,NA,NA,NA,NA,NA,NA
"173",2020-08-06,47,1948,46,NA,NA,NA,NA,NA,NA,NA,NA
"174",2020-08-07,59,2007,44,NA,NA,NA,NA,NA,NA,NA,NA
"175",2020-08-08,58,2065,49,NA,NA,NA,NA,NA,NA,NA,NA
"176",2020-08-09,28,2093,45,NA,NA,NA,NA,NA,NA,NA,NA
"177",2020-08-10,46,2139,48,NA,NA,NA,NA,NA,NA,NA,NA
"178",2020-08-11,25,2164,47,"CC",13,"N1",0.0786008443026014,1403586.5054036,1979920.30918286,7544673558656.16,10642630395369.1
"179",2020-08-11,25,2164,47,"CC",13,"N2",2e-04,3571.42857142857,0,19197436428.5714,0
"180",2020-08-11,25,2164,47,"MI",13,"N1",2e-04,3571.42857142857,0,43261828571.4286,0
"181",2020-08-11,25,2164,47,"MI",13,"N2",2e-04,3571.42857142857,0,43261828571.4286,0
"182",2020-08-11,25,2164,47,"NO",13,"N1",0.0219693872096335,392310.485886312,549760.047078841,7662889147715.15,10738306647833.6
"183",2020-08-11,25,2164,47,"NO",13,"N2",0.00799006875145231,142679.799133077,196728.944287905,2786923938331.52,3842650519063.9
"184",2020-08-12,34,2198,42,NA,NA,NA,NA,NA,NA,NA,NA
"185",2020-08-13,15,2213,38,NA,NA,NA,NA,NA,NA,NA,NA
"186",2020-08-14,42,2255,35,NA,NA,NA,NA,NA,NA,NA,NA
"187",2020-08-15,32,2287,32,NA,NA,NA,NA,NA,NA,NA,NA
"188",2020-08-16,14,2301,30,NA,NA,NA,NA,NA,NA,NA,NA
"189",2020-08-17,22,2323,26,NA,NA,NA,NA,NA,NA,NA,NA
"190",2020-08-18,38,2361,28,"CC",14,"N1",0.133332133250243,2380930.95089719,3362094.07910992,15051375717495.7,21253930595165.8
"191",2020-08-18,38,2361,28,"CC",14,"N2",0.0624469656549468,1115124.38669548,804909.530835726,7049409017750.36,5088344020491.84
"192",2020-08-18,38,2361,28,"MI",14,"N1",0.0736961403018327,1316002.50538987,852574.349736644,16638574206719.1,10779327187250.2
"193",2020-08-18,38,2361,28,"MI",14,"N2",0.0268942747418973,480254.906105309,18012.7204065114,6071992158561.13,227739676726.402
"194",2020-08-18,38,2361,28,"NO",14,"N1",0.0290613128239062,518952.014712611,728858.214704655,11216987493735.7,15754045166538.6
"195",2020-08-18,38,2361,28,"NO",14,"N2",0.0209948595812518,374908.206808069,181862.67940778,8103525081011.32,3930905638017.49
"196",2020-08-19,35,2396,28,NA,NA,NA,NA,NA,NA,NA,NA
"197",2020-08-20,29,2425,30,NA,NA,NA,NA,NA,NA,NA,NA
"198",2020-08-21,44,2469,31,NA,NA,NA,NA,NA,NA,NA,NA
"199",2020-08-22,53,2522,34,NA,NA,NA,NA,NA,NA,NA,NA
"200",2020-08-23,26,2548,35,NA,NA,NA,NA,NA,NA,NA,NA
"201",2020-08-24,32,2580,37,NA,NA,NA,NA,NA,NA,NA,NA
"202",2020-08-25,40,2620,37,"CC",15,"N1",0.0372105275410039,664473.706089355,934656.964269118,4401784470593.48,6191604683449.43
"203",2020-08-25,40,2620,37,"CC",15,"N2",0.00677736263296259,121024.332731475,166103.490003245,801721758888.841,1100347171163.07
"204",2020-08-25,40,2620,37,"MI",15,"N1",0.0310133642588262,553810.076050468,778154.957806685,8490412709927.91,11929824013265.6
"205",2020-08-25,40,2620,37,"MI",15,"N2",0.00698727329937287,124772.737488801,171404.53484832,1912879671280.81,2627787583053.72
"206",2020-08-25,40,2620,37,"NO",15,"N1",0.0956824960795764,1708616.00142101,761537.084414347,41135284942892.6,18334163402374.1
"207",2020-08-25,40,2620,37,"NO",15,"N2",0.00979451992359702,174902.141492804,242298.21786446,4210805366123.83,5833379896196.91
"208",2020-08-26,58,2678,40,NA,NA,NA,NA,NA,NA,NA,NA
"209",2020-08-27,61,2739,45,NA,NA,NA,NA,NA,NA,NA,NA
"210",2020-08-28,47,2786,45,NA,NA,NA,NA,NA,NA,NA,NA
"211",2020-08-29,53,2839,45,NA,NA,NA,NA,NA,NA,NA,NA
"212",2020-08-30,72,2911,52,NA,NA,NA,NA,NA,NA,NA,NA
"213",2020-08-31,92,3003,60,NA,NA,NA,NA,NA,NA,NA,NA
"214",2020-09-01,168,3171,79,"CC",16,"N1",2e-04,3571.42857142857,0,23118039642.8571,0
"215",2020-09-01,168,3171,79,"CC",16,"N2",0.0325455232523179,581170.058077105,56212.7019855141,3761943483723.07,363867692421.304
"216",2020-09-01,168,3171,79,"MI",16,"N1",0.092535460093144,1652418.93023471,428841.342840312,20641774370909.3,5357023015083.79
"217",2020-09-01,168,3171,79,"MI",16,"N2",0.0328600493559325,586786.595641653,129769.711496174,7330051895125.97,1621064159862.62
"218",2020-09-01,168,3171,79,"NO",16,"N1",0.301564881627333,5385087.17191665,2136552.75526239,116804691024180,46342682387156.4
"219",2020-09-01,168,3171,79,"NO",16,"N2",0.10079200259227,1799857.18914767,280860.13155868,39039621115588.6,6091968400958.3
"220",2020-09-02,101,3272,85,NA,NA,NA,NA,NA,NA,NA,NA
"221",2020-09-03,205,3477,105,NA,NA,NA,NA,NA,NA,NA,NA
"222",2020-09-04,112,3589,115,NA,NA,NA,NA,NA,NA,NA,NA
"223",2020-09-05,301,3890,150,NA,NA,NA,NA,NA,NA,NA,NA
"224",2020-09-06,113,4003,156,NA,NA,NA,NA,NA,NA,NA,NA
"225",2020-09-07,27,4030,147,NA,NA,NA,NA,NA,NA,NA,NA
"226",2020-09-08,207,4237,152,"CC",17,"N1",0.0441124970912532,787723.162343806,1108958.01685927,4085141536275.98,5751069250240.99
"227",2020-09-08,207,4237,152,"CC",17,"N2",0.0172641363032222,308288.148271826,430934.517682142,1598785943909.02,2234831450633.45
"228",2020-09-08,207,4237,152,"MI",17,"N1",0.116773364882718,2085238.65861997,1876446.26774256,25732755462568.8,23156166200383.7
"229",2020-09-08,207,4237,152,"MI",17,"N2",0.0708119659475467,1264499.39192048,323123.232481471,15604474576733.2,3987481764424.65
"230",2020-09-08,207,4237,152,"NO",17,"N1",0.310967787619008,5552996.20748228,2885611.75213883,104261022173877,54179188970012.6
"231",2020-09-08,207,4237,152,"NO",17,"N2",0.0960336015380122,1714885.74175022,53213.6601372366,32198066352966.3,999120185251.68
"232",2020-09-09,124,4361,156,NA,NA,NA,NA,NA,NA,NA,NA
"233",2020-09-10,105,4466,141,NA,NA,NA,NA,NA,NA,NA,NA
"234",2020-09-11,107,4573,141,NA,NA,NA,NA,NA,NA,NA,NA
"235",2020-09-12,139,4712,117,NA,NA,NA,NA,NA,NA,NA,NA
"236",2020-09-13,80,4792,113,NA,NA,NA,NA,NA,NA,NA,NA
"237",2020-09-14,36,4828,114,NA,NA,NA,NA,NA,NA,NA,NA
"238",2020-09-15,52,4880,92,"CC",18,"N1",0.0927818429321397,1656818.62378821,2338044.60543085,9470324057877.93,13364190719064.4
"239",2020-09-15,52,4880,92,"CC",18,"N2",0.0318325319156456,568438.069922242,798842.06513046,3249174442939.18,4566156560065.9
"240",2020-09-15,52,4880,92,"MI",18,"N1",0.0628904772274199,1123044.23620393,1058102.54201928,14666580943482,13818464205368.9
"241",2020-09-15,52,4880,92,"MI",18,"N2",0.0484554561087281,865276.001941574,955937.160640084,11300214285258.3,12484218601042.1
"242",2020-09-15,52,4880,92,"NO",18,"N1",0.12781070268964,2282333.97660072,1336922.51439253,47172051426668.2,27631967209428.2
"243",2020-09-15,52,4880,92,"NO",18,"N2",0.0352746734769358,629904.883516711,600487.98135104,13019087418316.9,12411088923793.8
"244",2020-09-16,80,4960,86,NA,NA,NA,NA,NA,NA,NA,NA
"245",2020-09-17,62,5022,79,NA,NA,NA,NA,NA,NA,NA,NA
"246",2020-09-18,36,5058,69,NA,NA,NA,NA,NA,NA,NA,NA
"247",2020-09-19,37,5095,55,NA,NA,NA,NA,NA,NA,NA,NA
"248",2020-09-20,18,5113,46,NA,NA,NA,NA,NA,NA,NA,NA
"249",2020-09-21,14,5127,43,NA,NA,NA,NA,NA,NA,NA,NA
"250",2020-09-22,22,5149,38,"CC",19,"N1",0.0247644881739258,442223.003105819,620347.005862847,3264290987464.25,4579122130953.4
"251",2020-09-22,22,5149,38,"CC",19,"N2",2e-04,3571.42857142857,0,26362676785.7143,0
"252",2020-09-22,22,5149,38,"MI",19,"N1",0.0985127168635938,1759155.65827846,2267593.00191361,24239216530270.1,31244919980360.6
"253",2020-09-22,22,5149,38,"MI",19,"N2",0.0267825946124503,478260.61807947,424904.213189095,6589901595674.51,5854709433839.2
"254",2020-09-22,22,5149,38,"NO",19,"N1",0.0377397947800956,673924.906787422,799619.03004148,13826864881199.8,16405721429000.5
"255",2020-09-22,22,5149,38,"NO",19,"N2",0.015956685767624,284940.817279001,225985.701494657,5846108579717.68,4636531055878.3
"256",2020-09-23,24,5173,30,NA,NA,NA,NA,NA,NA,NA,NA
"257",2020-09-24,26,5199,25,NA,NA,NA,NA,NA,NA,NA,NA
"258",2020-09-25,16,5215,22,NA,NA,NA,NA,NA,NA,NA,NA
"259",2020-09-26,26,5241,21,NA,NA,NA,NA,NA,NA,NA,NA
"260",2020-09-27,11,5252,20,NA,NA,NA,NA,NA,NA,NA,NA
"261",2020-09-28,12,5264,20,NA,NA,NA,NA,NA,NA,NA,NA
"262",2020-09-29,20,5284,19,"CC",20,"N1",2e-04,3571.42857142857,0,22847653214.2857,0
"263",2020-09-29,20,5284,19,"CC",20,"N2",2e-04,3571.42857142857,0,22847653214.2857,0
"264",2020-09-29,20,5284,19,"MI",20,"N1",0.158385386497223,2828310.47316469,1982926.02739176,39720427715904.9,27847957529525
"265",2020-09-29,20,5284,19,"MI",20,"N2",0.0140975894306002,251742.668403575,6759.53127459703,3535441585429.85,94929985916.8593
"266",2020-09-29,20,5284,19,"NO",20,"N1",2e-04,3571.42857142857,0,75032233928.5714,0
"267",2020-09-29,20,5284,19,"NO",20,"N2",2e-04,3571.42857142857,0,75032233928.5714,0
"268",2020-09-30,19,5303,19,NA,NA,NA,NA,NA,NA,NA,NA
"269",2020-10-01,20,5323,18,NA,NA,NA,NA,NA,NA,NA,NA
"270",2020-10-02,25,5348,19,NA,NA,NA,NA,NA,NA,NA,NA
"271",2020-10-03,32,5380,20,NA,NA,NA,NA,NA,NA,NA,NA
"272",2020-10-04,11,5391,20,NA,NA,NA,NA,NA,NA,NA,NA
"273",2020-10-05,6,5397,19,NA,NA,NA,NA,NA,NA,NA,NA
"274",2020-10-06,15,5412,18,"CC",21,"N1",2e-04,3571.42857142857,0,20549368571.4286,0
"275",2020-10-06,15,5412,18,"CC",21,"N2",0.0229275103029338,409419.826838104,573956.309096129,2355729298201.06,3302443127063.68
"276",2020-10-06,15,5412,18,"MI",21,"N1",0.0221709185349687,395909.259553012,554849.481606198,5125481736099.62,7183138094490.86
"277",2020-10-06,15,5412,18,"MI",21,"N2",2e-04,3571.42857142857,0,46236079285.7143,0
"278",2020-10-06,15,5412,18,"NO",21,"N1",2e-04,3571.42857142857,0,72733949285.7143,0
"279",2020-10-06,15,5412,18,"NO",21,"N2",0.00703298662263295,125589.046832731,172558.970593597,2557684461688.46,3514250716465.94
"280",2020-10-07,29,5441,20,NA,NA,NA,NA,NA,NA,NA,NA
"281",2020-10-08,19,5460,20,NA,NA,NA,NA,NA,NA,NA,NA
"282",2020-10-09,30,5490,20,NA,NA,NA,NA,NA,NA,NA,NA
"283",2020-10-10,38,5528,21,NA,NA,NA,NA,NA,NA,NA,NA
"284",2020-10-11,17,5545,22,NA,NA,NA,NA,NA,NA,NA,NA
"285",2020-10-12,5,5550,22,NA,NA,NA,NA,NA,NA,NA,NA
"286",2020-10-13,20,5570,23,"CC",22,"N1",2e-04,3571.42857142857,0,26362676785.7143,0
"287",2020-10-13,20,5570,23,"CC",22,"N2",2e-04,3571.42857142857,0,26362676785.7143,0
"288",2020-10-13,20,5570,23,"MI",22,"N1",2e-04,3571.42857142857,0,50291875714.2857,0
"289",2020-10-13,20,5570,23,"MI",22,"N2",2e-04,3571.42857142857,0,50291875714.2857,0
"290",2020-10-13,20,5570,23,"NO",22,"N1",0.0401145477486208,716331.209796799,1234536.15467402,15266349239057,26310259594639.6
"291",2020-10-13,20,5570,23,"NO",22,"N2",0.056955021644046,1017053.95792939,534289.845820561,21675309834845.4,11386709485256.6
"292",2020-10-14,26,5596,22,NA,NA,NA,NA,NA,NA,NA,NA
"293",2020-10-15,40,5636,25,NA,NA,NA,NA,NA,NA,NA,NA
"294",2020-10-16,35,5671,26,NA,NA,NA,NA,NA,NA,NA,NA
